"roi_num","spatial_roi_num","x","y","z","MNI_Glasser_HCP_v1.0","Brainnetome_1.0","CA_ML_18_MNI"
361,211,5,26,47,"Focus point:  R_Area_8BM","Focus point:  A9m_right","Focus point:  Right Superior Medial Gyrus"
379,212,5,40,-10,"Focus point:  R_Area_s32","Focus point:  A14m_right","Focus point:  Right Mid Orbital Gyrus"
387,213,5,42,39,"Focus point:  R_Area_8BM","Focus point:  A9m_right","Focus point:  Right Superior Medial Gyrus"
357,214,6,-62,44,"Focus point:  R_Area_7m","Focus point:  A7m_right","Focus point:  Right Precuneus"
400,215,6,-48,44,"Focus point:  R_PreCuneus_Visual_Area","Focus point:  A31_right","Focus point:  Right Precuneus"
393,216,6,-43,20,"Focus point:  R_RetroSplenial_Complex","Focus point:  A23v_right","Focus point:  Right Posterior Cingulate Cortex"
397,217,6,-37,36,"Focus point:  R_Area_31p_ventral","Focus point:  A23d_right","Focus point:  Right Middle Cingulate Cortex"
317,218,6,-3,65,"Focus point:  R_Supplementary_And_Cingulate_Eye","Focus point:  A6m_right","Focus point:  Right SMA"
314,219,6,9,54,"Focus point:  R_Supplementary_And_Cingulate_Eye","Focus point:  A8m_right","Focus point:  Right SMA"
385,220,6,56,30,"* Within 1 mm: R_Area_9_Middle","Focus point:  A9l_right","Focus point:  Right Superior Medial Gyrus"
285,221,7,-70,52,"* Within 1 mm: R_Medial_Area_7P","Focus point:  A7m_right","Focus point:  Right Precuneus"
287,222,7,-53,57,"Focus point:  R_PreCuneus_Visual_Area","Focus point:  A5m_right","Focus point:  Right Precuneus"
254,223,7,-10,50,"Focus point:  R_Dorsal_Area_24d","Focus point:  A6m_right","Focus point:  Right Middle Cingulate Cortex"
312,224,7,1,42,"Focus point:  R_Ventral_Area_24d","Focus point:  A24cd_right","Focus point:  Right Middle Cingulate Cortex"
311,225,7,17,35,"Focus point:  R_Anterior_24_prime","Focus point:  A32p_right","Focus point:  Right Middle Cingulate Cortex"
382,226,7,52,14,"Focus point:  R_Area_9_Middle","Focus point:  A10m_right","Focus point:  Right Anterior Cingulate Cortex"
360,227,8,34,25,"Focus point:  R_Area_posterior_24","Focus point:  A32p_right","Focus point:  Right Anterior Cingulate Cortex"
381,228,8,41,4,"Focus point:  R_Area_a24","Focus point:  A32sg_right","Focus point:  Right Anterior Cingulate Cortex"
321,229,8,45,-23,"Focus point:  R_Orbital_Frontal_Complex","Focus point:  A11m_right","Focus point:  Right Rectal Gyrus"
215,230,9,-90,-1,"Focus point:  R_Primary_Visual_Cortex","Focus point:  cLinG_right","Focus point:  Right Calcarine Gyrus"
211,231,9,-72,-3,"* Within 1 mm: R_Second_Visual_Area","Focus point:  rLinG_right","Focus point:  Right Lingual Gyrus"
262,232,9,-41,66,"Focus point:  R_Area_5m","Focus point:  A1/2/3ll_right","Focus point:  Right Paracentral Lobule"
324,233,9,62,-14,"Focus point:  R_Polar_10p","Focus point:  A11m_right","Focus point:  Right Mid Orbital Gyrus"
380,234,9,65,2,"* Within 1 mm: R_Area_10d","Focus point:  A10m_right","Focus point:  Right Superior Medial Gyrus"
219,235,10,-73,9,"Focus point:  R_Primary_Visual_Cortex","Focus point:  rCunG_right","Focus point:  Right Calcarine Gyrus"
315,236,10,-43,53,"Focus point:  R_Area_23c","Focus point:  A5m_right","Focus point:  Right Precuneus"
399,237,11,-51,36,"Focus point:  R_Area_31pd","Focus point:  A31_right","Focus point:  Right Precuneus"
313,238,11,-32,42,"Focus point:  R_Area_23c","Focus point:  A23c_right","Focus point:  Right Middle Cingulate Cortex"
316,239,11,-31,49,"Focus point:  R_Area_5m_ventral","Focus point:  A1/2/3ll_right","Focus point:  Right Paracentral Lobule"
250,240,11,-16,41,"Focus point:  R_Area_23c","Focus point:  A23c_right","Focus point:  Right Middle Cingulate Cortex"
212,241,12,-56,-4,"Focus point:  R_Second_Visual_Area","Focus point:  rLinG_right","Focus point:  Right Lingual Gyrus"
392,242,12,-55,15,"Focus point:  R_Parieto-Occipital_Sulcus_Area_1","Focus point:  dmPOS_right","Focus point:  Right Precuneus"
270,243,12,-34,73,"Focus point:  R_Primary_Sensory_Cortex","Focus point:  A1/2/3tru_right","Focus point:  Right Precentral Gyrus"
391,244,12,18,62,"Focus point:  R_Superior_Frontal_Language_Area","Focus point:  A8m_right","Focus point:  Right SMA"
223,245,13,-92,19,"Focus point:  R_Third_Visual_Area","Focus point:  cCunG_right","Focus point:  Right Cuneus"
356,246,13,-70,38,"Focus point:  R_Parieto-Occipital_Sulcus_Area_2","Focus point:  dmPOS_right","Focus point:  Right Cuneus"
288,247,13,-63,63,"Focus point:  R_Medial_Area_7A","Focus point:  A7r_right","Focus point:  Right Precuneus"
389,248,13,38,51,"Focus point:  R_Area_8B_Lateral","Focus point:  A9l_right","Focus point:  Right Superior Frontal Gyrus"
217,249,14,-46,3,"Focus point:  R_RetroSplenial_Complex","Focus point:  A23v_right","Focus point:  Right Lingual Gyrus"
319,250,14,22,-19,"Focus point:  R_posterior_OFC_Complex","Focus point:  A13_right","Focus point:  Right Superior Orbital Gyrus"
228,251,15,-77,34,"Focus point:  R_Sixth_Visual_Area","Focus point:  vmPOS_right","Focus point:  Right Cuneus"
267,252,15,-47,70,"Focus point:  R_Area_5L","Focus point:  A7pc_right","Focus point:  Right Postcentral Gyrus"
266,253,15,-9,67,"* Within 1 mm: R_Area_6mp","Focus point:  A6cdl_right","Focus point:  Right SMA"
229,254,16,-85,36,"* Within 1 mm: R_Sixth_Visual_Area","Focus point:  msOccG_right","Focus point:  Right Superior Occipital Gyrus"
224,255,16,-65,19,"Focus point:  R_Second_Visual_Area","Focus point:  vmPOS_right","Focus point:  Right Calcarine Gyrus"
394,256,16,-63,28,"Focus point:  R_Parieto-Occipital_Sulcus_Area_2","Focus point:  dmPOS_right","Focus point:  Right Precuneus"
269,257,16,-20,72,"* Within 1 mm: R_Primary_Motor_Cortex","Focus point:  A4t_right","Focus point:  Right Precentral Gyrus"
318,258,16,4,67,"Focus point:  R_Area_6m_anterior","Focus point:  A6dl_right","Focus point:  Right SMA"
277,259,17,-76,48,"* Within 1 mm: R_Dorsal_Transitional_Visual_Area","Focus point:  A7c_right","Focus point:  Right Precuneus"
214,260,17,-44,-3,"Focus point:  R_PreSubiculum","Focus point:  vmPOS_right","Focus point:  Right Lingual Gyrus"
386,261,17,50,35,"Focus point:  R_Area_9_Posterior","Focus point:  A9l_right","Focus point:  Right Superior Frontal Gyrus"
383,262,17,63,17,"Focus point:  R_Area_9_anterior","Focus point:  A10l_right","Focus point:  Right Superior Frontal Gyrus"
207,263,18,-36,-12,"Focus point:  R_PreSubiculum","Focus point:  TH_right","Focus point:  Right Lingual Gyrus"
208,264,20,-85,-11,"Focus point:  R_Third_Visual_Area","Focus point:  iOccG_right","Focus point:  Right Lingual Gyrus"
282,265,20,-68,53,"Focus point:  R_Medial_IntraParietal_Area","Focus point:  A7c_right","Focus point:  Right Superior Parietal Lobule"
322,266,20,42,-17,"Focus point:  R_Area_11l","Focus point:  A11l_right","Focus point:  Right Middle Orbital Gyrus"
263,267,21,-25,64,"Focus point:  R_Primary_Motor_Cortex","Focus point:  A4t_right","Focus point:  Right Precentral Gyrus"
206,268,22,-72,-10,"Focus point:  R_Fourth_Visual_Area","Focus point:  rLinG_right","Focus point:  Right Lingual Gyrus"
265,269,22,-36,68,"Focus point:  R_Area_2","Focus point:  A1/2/3tru_right","Focus point:  Right Postcentral Gyrus"
264,270,22,-29,65,"Focus point:  R_Primary_Sensory_Cortex","Focus point:  A1/2/3tru_right","Focus point:  Right Precentral Gyrus"
331,271,22,-17,-27,"Focus point:  R_Entorhinal_Cortex","Focus point:  A28/34_right","Focus point:  Right ParaHippocampal Gyrus"
221,272,23,-98,8,"* Within 1 mm: R_Second_Visual_Area","Focus point:  OPC_right","Focus point:  Right Superior Occipital Gyrus"
220,273,23,-59,5,"Focus point:  R_Primary_Visual_Cortex","Focus point:  dmPOS_right","Focus point:  Right Calcarine Gyrus"
320,274,23,21,-20,"Focus point:  R_Area_47s","Focus point:  A11l_right","Focus point:  Right Inferior Frontal Gyrus (p. Orbitalis)"
390,275,23,23,51,"Focus point:  R_Superior_6-8_Transitional_Area","Focus point:  A8dl_right","Focus point:  Right Superior Frontal Gyrus"
292,276,24,-4,61,"Focus point:  R_Area_6_anterior","Focus point:  A6cdl_right","Focus point:  Right Superior Frontal Gyrus"
355,277,24,8,57,"Focus point:  R_Area_6m_anterior","Focus point:  A6dl_right","Focus point:  Right Superior Frontal Gyrus"
213,278,25,-95,-9,"Focus point:  R_Second_Visual_Area","Focus point:  OPC_right","Focus point:  Right Inferior Occipital Gyrus"
289,279,25,-51,66,"Focus point:  R_Lateral_Area_7A","Focus point:  A7r_right","Focus point:  Right Superior Parietal Lobule"
388,280,25,33,40,"Focus point:  R_Area_8Ad","Focus point:  A9/46d_right","Focus point:  Right Middle Frontal Gyrus"
348,281,25,53,25,"Focus point:  R_Area_9-46d","Focus point:  A46_right","Focus point:  Right Middle Frontal Gyrus"
286,282,26,-58,59,"Focus point:  R_Area_Lateral_IntraParietal_ventral","Focus point:  A7ip_right","Focus point:  Right Superior Parietal Lobule"
205,283,26,-52,-9,"Focus point:  R_VentroMedial_Visual_Area_2","Focus point:  rLinG_right","Focus point:  Right Lingual Gyrus"
226,284,27,-86,22,"Focus point:  R_Fourth_Visual_Area","Focus point:  mOccG_right","Focus point:  Right Superior Occipital Gyrus"
261,285,27,-12,62,"Focus point:  R_Area_6mp","Focus point:  A6cdl_right","Focus point:  Right Superior Frontal Gyrus"
291,286,27,-4,49,"Focus point:  R_Area_6_anterior","Focus point:  A6cdl_right","Focus point:  Right Precentral Gyrus"
341,287,27,55,-12,"Focus point:  R_Area_11l","Focus point:  A10l_right","Focus point:  Right Middle Orbital Gyrus"
343,288,27,58,3,"Focus point:  R_Area_posterior_10p","Focus point:  A46_right","Focus point:  Right Superior Frontal Gyrus"
280,289,28,-61,49,"* Within 2 mm: R_Area_Lateral_IntraParietal_ventral","Focus point:  A7c_right","Focus point:  Right Angular Gyrus"
325,290,28,-1,-39,"Focus point:  R_Perirhinal_Ectorhinal_Cortex","Focus point:  A20rv_right","Focus point:  Right Fusiform Gyrus"
230,291,29,-76,37,"Focus point:  R_IntraParietal_Sulcus_Area_1","Focus point:  lsOccG_right","Focus point:  Right Superior Occipital Gyrus"
329,292,29,11,-30,"Focus point:  R_Area_TG_dorsal","Focus point:  A38m_right","Focus point:  Right ParaHippocampal Gyrus"
202,293,30,-32,-17,"Focus point:  R_ParaHippocampal_Area_2","Focus point:  TL_right","Focus point:  Right Fusiform Gyrus"
275,294,31,-67,35,"Focus point:  R_Area_IntraParietal_1","Focus point:  lsOccG_right","Focus point:  Right Middle Occipital Gyrus"
281,295,32,-46,41,"Focus point:  R_Anterior_IntraParietal_Area","Focus point:  A5l_right","Focus point:  Right Angular Gyrus"
258,296,32,-41,62,"* Within 1 mm: R_Area_2","Focus point:  A7pc_right","Focus point:  Right Postcentral Gyrus"
257,297,32,-34,60,"* Within 1 mm: R_Area_2","Focus point:  A2_right","Focus point:  Right Postcentral Gyrus"
310,298,32,43,28,"Focus point:  R_Area_46","Focus point:  A9/46d_right","Focus point:  Right Middle Frontal Gyrus"
284,299,33,-52,53,"Focus point:  R_Area_Lateral_IntraParietal_ventral","Focus point:  A7ip_right","Focus point:  Right Inferior Parietal Lobule"
201,300,33,-37,-22,"Focus point:  R_Area_TF","Focus point:  A20rv_right","Focus point:  Right Fusiform Gyrus"
354,301,33,14,54,"Focus point:  R_Inferior_6-8_Transitional_Area","Focus point:  A6vl_right","Focus point:  Right Middle Frontal Gyrus"
218,302,34,-87,5,"Focus point:  R_Fourth_Visual_Area","Focus point:  mOccG_right","Focus point:  Right Middle Occipital Gyrus"
204,303,34,-73,-15,"Focus point:  R_Eighth_Visual_Area","Focus point:  A37mv_right","Focus point:  Right Fusiform Gyrus"
334,304,34,-68,45,"Focus point:  R_Area_IntraParietal_1","Focus point:  A39rd_right","Focus point:  Right Angular Gyrus"
203,305,34,-53,-17,"Focus point:  R_Ventral_Visual_Complex","Focus point:  A37mv_right","Focus point:  Right Fusiform Gyrus"
259,306,34,-28,60,"Focus point:  R_Primary_Sensory_Cortex","Focus point:  A1/2/3ulhf_right","Focus point:  Right Precentral Gyrus"
236,307,34,-22,15,"Focus point:  R_RetroInsular_Cortex","Focus point:  G_right","Focus point:  Right Insula Lobe"
340,308,34,22,-6,"Focus point:  R_Anterior_Ventral_Insular_Area","Focus point:  A12/47l_right","Focus point:  Right Insula Lobe"
375,309,34,23,-16,"Focus point:  R_Area_47s","Focus point:  A12/47o_right","Focus point:  Right Inferior Frontal Gyrus (p. Orbitalis)"
227,310,35,-77,25,"Focus point:  R_Area_IntraParietal_0","Focus point:  A39rd_right","Focus point:  Right Middle Occipital Gyrus"
376,311,35,37,-12,"Focus point:  R_Area_47m","Focus point:  A11l_right","Focus point:  Right Inferior Frontal Gyrus (p. Orbitalis)"
256,312,36,-18,61,"* Within 2 mm: R_Primary_Motor_Cortex","* Within 1 mm: A4ul_right","Focus point:  Right Precentral Gyrus"
327,313,36,16,-36,"Focus point:  R_Area_TG_dorsal","Focus point:  A21r_right","Focus point:  Right Medial Temporal Pole"
306,314,36,23,6,"* Within 1 mm: R_Anterior_Ventral_Insular_Area","Focus point:  dIa_right","Focus point:  Right Insula Lobe"
350,315,37,11,32,"Focus point:  R_Area_8C","Focus point:  IFJ_right","Focus point:  Right Inferior Frontal Gyrus (p. Opercularis)"
278,316,38,-39,38,"Focus point:  R_Anterior_IntraParietal_Area","Focus point:  A40rd_right","* Within 2 mm: Right SupraMarginal Gyrus"
283,317,38,-38,49,"Focus point:  R_Anterior_IntraParietal_Area","Focus point:  A40rd_right","Focus point:  Right Inferior Parietal Lobule"
235,318,38,-8,14,"Focus point:  R_Area_OP2-3/VS","Focus point:  dIg_right","Focus point:  Right Insula Lobe"
305,319,38,-1,7,"Focus point:  R_Posterior_Insular_Area_2","Focus point:  dId_right","Focus point:  Right Insula Lobe"
307,320,38,6,12,"Focus point:  R_Frontal_Opercular_Area_3","Focus point:  dId_right","Focus point:  Right Insula Lobe"
351,321,38,31,38,"Focus point:  R_Area_8Av","Focus point:  A8vl_right","Focus point:  Right Middle Frontal Gyrus"
337,322,39,-57,44,"Focus point:  R_Area_PFm_Complex","Focus point:  A39rd_right","Focus point:  Right Angular Gyrus"
328,323,39,-16,-30,"Focus point:  R_Area_TF","Focus point:  A20rv_right","Focus point:  Right Fusiform Gyrus"
290,324,39,-3,51,"Focus point:  R_Frontal_Eye_Fields","Focus point:  A6cdl_right","Focus point:  Right Precentral Gyrus"
234,325,40,-19,6,"Focus point:  R_Medial_Belt_Complex","Focus point:  G_right","Focus point:  Right Heschls Gyrus"
304,326,40,-11,-3,"Focus point:  R_Area_Posterior_Insular_1","Focus point:  vId/vIg_right","Focus point:  Right Insula Lobe"
302,327,40,4,-14,"Focus point:  R_Area_Posterior_Insular_1","Focus point:  vId/vIg_right","Focus point:  Right Insula Lobe"
353,328,40,7,50,"Focus point:  R_Area_55b","Focus point:  IFJ_right","Focus point:  Right Precentral Gyrus"
303,329,40,9,-1,"Focus point:  R_Middle_Insular_Area","Focus point:  dId_right","Focus point:  Right Insula Lobe"
210,330,41,-83,-11,"* Within 1 mm: R_Posterior_InferoTemporal","Focus point:  iOccG_right","Focus point:  Right Inferior Occipital Gyrus"
240,331,41,-29,18,"Focus point:  R_Area_PFcm","Focus point:  A40rv_right","Focus point:  Right Rolandic Operculum"
255,332,41,-22,53,"Focus point:  R_Primary_Sensory_Cortex","Focus point:  A1/2/3ulhf_right","Focus point:  Right Postcentral Gyrus"
239,333,41,-13,19,"Focus point:  R_Area_OP2-3/VS","Focus point:  A1/2/3tonIa_right","Focus point:  Right Rolandic Operculum"
345,334,41,46,15,"Focus point:  R_Area_posterior_9-46v","Focus point:  A9/46v_right","Focus point:  Right Middle Frontal Gyrus"
222,335,42,-79,12,"Focus point:  R_Area_Lateral_Occipital_1","Focus point:  A39c_right","Focus point:  Right Middle Occipital Gyrus"
342,336,42,50,-5,"* Within 1 mm: R_Area_anterior_47r","Focus point:  A12/47l_right","Focus point:  Right Middle Orbital Gyrus"
274,337,43,-76,31,"Focus point:  R_Area_PGp","Focus point:  A39c_right","Focus point:  Right Middle Occipital Gyrus"
336,338,43,-47,47,"Focus point:  R_Area_PFm_Complex","Focus point:  A40rd_right","Focus point:  Right Inferior Parietal Lobule"
279,339,43,-29,40,"Focus point:  R_Anterior_IntraParietal_Area","Focus point:  A40rd_right","Focus point:  Right Postcentral Gyrus"
252,340,44,-10,48,"Focus point:  R_Primary_Motor_Cortex","Focus point:  A4ul_right","Focus point:  Right Precentral Gyrus"
352,341,44,17,42,"Focus point:  R_Area_8Av","* Within 1 mm: IFJ_right","Focus point:  Right Middle Frontal Gyrus"
347,342,46,18,25,"Focus point:  R_Area_IFJa","Focus point:  A44d_right","Focus point:  Right Inferior Frontal Gyrus (p. Triangularis)"
346,343,46,31,18,"Focus point:  R_Area_IFSp","Focus point:  IFS_right","Focus point:  Right Inferior Frontal Gyrus (p. Triangularis)"
366,344,47,-66,40,"* Within 1 mm: R_Area_PGi","Focus point:  A39rd_right","Focus point:  Right Angular Gyrus"
349,345,47,29,28,"* Within 1 mm: R_Area_posterior_9-46v","Focus point:  A8vl_right","Focus point:  Right Inferior Frontal Gyrus (p. Triangularis)"
344,346,47,39,6,"Focus point:  R_Area__IFSa","Focus point:  IFS_right","Focus point:  Right Inferior Frontal Gyrus (p. Triangularis)"
216,347,48,-67,6,"Focus point:  R_Medial_Superior_Temporal_Area","Focus point:  V5/MT+_right","Focus point:  Right Middle Temporal Gyrus"
209,348,48,-66,-9,"Focus point:  R_Area_PH","Focus point:  V5/MT+_right","Focus point:  Right Inferior Temporal Gyrus"
363,349,48,-65,21,"Focus point:  R_Area_TemporoParietoOccipital_Junction_3","Focus point:  A39c_right","Focus point:  Right Middle Temporal Gyrus"
271,350,48,-51,-17,"Focus point:  R_Area_TE2_posterior","Focus point:  A37lv_right","Focus point:  Right Inferior Temporal Gyrus"
253,351,48,-26,54,"Focus point:  R_Area_2","Focus point:  A2_right","Focus point:  Right Postcentral Gyrus"
243,352,48,-23,18,"Focus point:  R_Area_PFcm","Focus point:  A40rv_right","Focus point:  Right Rolandic Operculum"
326,353,48,-7,-38,"* Within 1 mm: R_Area_TE2_anterior","Focus point:  A20il_right","Focus point:  Right Inferior Temporal Gyrus"
301,354,48,3,41,"Focus point:  R_Premotor_Eye_Fields","Focus point:  A6cvl_right","Focus point:  Right Precentral Gyrus"
293,355,48,8,26,"Focus point:  R_Rostral_Area_6","Focus point:  A6cvl_right","Focus point:  Right Inferior Frontal Gyrus (p. Opercularis)"
369,356,48,14,-20,"* Within 1 mm: R_Area_STGa","Focus point:  A38l_right","Focus point:  Right Temporal Pole"
377,357,48,31,-6,"Focus point:  R_Area_45","Focus point:  A12/47l_right","Focus point:  Right Inferior Frontal Gyrus (p. Orbitalis)"
330,358,49,-29,-25,"Focus point:  R_Area_TE2_posterior","Focus point:  A20cv_right","Focus point:  Right Inferior Temporal Gyrus"
372,359,49,-23,-6,"Focus point:  R_Area_STSd_posterior","Focus point:  aSTS_right","* Within 1 mm: Right Superior Temporal Gyrus"
308,360,49,5,4,"Focus point:  R_Frontal_Opercular_Area_1","Focus point:  A4tl_right","Focus point:  Right Insula Lobe"
367,361,49,7,-32,"Focus point:  R_Area_TG_dorsal","* Within 1 mm: A21r_right","Focus point:  Right Medial Temporal Pole"
364,362,50,-55,26,"* Within 1 mm: R_Area_PGi","Focus point:  A39rv_right","Focus point:  Right Angular Gyrus"
295,363,50,-41,14,"Focus point:  R_Area_TemporoParietoOccipital_Junction_1","Focus point:  cpSTS_right","Focus point:  Right Superior Temporal Gyrus"
374,364,50,-35,3,"Focus point:  R_Area_STSd_posterior","Focus point:  rpSTS_right","Focus point:  Right Middle Temporal Gyrus"
251,365,50,-14,48,"Focus point:  R_Primary_Sensory_Cortex","Focus point:  A1/2/3ulhf_right","Focus point:  Right Precentral Gyrus"
241,366,50,-12,15,"Focus point:  R_Area_OP4/PV","Focus point:  A1/2/3tonIa_right","Focus point:  Right Rolandic Operculum"
248,367,50,-7,38,"Focus point:  R_Primary_Motor_Cortex","Focus point:  A4hf_right","Focus point:  Right Precentral Gyrus"
335,368,51,-36,50,"* Within 1 mm: R_Area_IntraParietal_2","Focus point:  A40rd_right","Focus point:  Right Inferior Parietal Lobule"
273,369,52,-57,12,"Focus point:  R_Area_TemporoParietoOccipital_Junction_2","Focus point:  A39rv_right","Focus point:  Right Middle Temporal Gyrus"
362,370,52,-47,18,"* Within 1 mm: R_Superior_Temporal_Visual_Area","Focus point:  A39rv_right","Focus point:  Right Middle Temporal Gyrus"
333,371,52,-46,48,"Focus point:  R_Area_PFm_Complex","Focus point:  A40c_right","Focus point:  Right Inferior Parietal Lobule"
332,372,53,-55,42,"Focus point:  R_Area_PFm_Complex","Focus point:  A39rv_right","Focus point:  Right Inferior Parietal Lobule"
249,373,53,-17,40,"Focus point:  R_Area_2","Focus point:  A2_right","Focus point:  Right Postcentral Gyrus"
231,374,53,1,-5,"Focus point:  R_Area_TA2","Focus point:  TE1.0_1.2_right","Focus point:  Right Superior Temporal Gyrus"
309,375,53,13,12,"Focus point:  R_Rostral_Area_6","Focus point:  A44v_right","Focus point:  Right Inferior Frontal Gyrus (p. Opercularis)"
378,376,53,25,10,"Focus point:  R_Area_44","Focus point:  A45c_right","Focus point:  Right Inferior Frontal Gyrus (p. Triangularis)"
233,377,54,-15,7,"Focus point:  R_Medial_Belt_Complex","Focus point:  A41/42_right","Focus point:  Right Superior Temporal Gyrus"
370,378,54,-6,-13,"Focus point:  R_Area_STSd_anterior","Focus point:  aSTS_right","Focus point:  Right Superior Temporal Gyrus"
276,379,55,-25,44,"Focus point:  R_Area_PFt","Focus point:  A40rd_right","Focus point:  Right Postcentral Gyrus"
365,380,56,-48,28,"Focus point:  R_Superior_Temporal_Visual_Area","Focus point:  A39rv_right","Focus point:  Right SupraMarginal Gyrus"
272,381,58,-56,-1,"Focus point:  R_Area_PHT","Focus point:  A37dl_right","Focus point:  Right Middle Temporal Gyrus"
294,382,58,-47,9,"Focus point:  R_Area_TemporoParietoOccipital_Junction_1","Focus point:  A39rv_right","Focus point:  Right Middle Temporal Gyrus"
297,383,58,-32,25,"Focus point:  R_PeriSylvian_Language_Area","Focus point:  A40rv_right","Focus point:  Right SupraMarginal Gyrus"
246,384,58,-6,28,"Focus point:  R_Primary_Sensory_Cortex","Focus point:  A1/2/3ulhf_right","Focus point:  Right Postcentral Gyrus"
242,385,59,1,11,"Focus point:  R_Area_43","Focus point:  A4tl_right","Focus point:  Right Rolandic Operculum"
245,386,59,6,31,"Focus point:  R_Ventral_Area_6","Focus point:  A4hf_right","Focus point:  Right Precentral Gyrus"
300,387,60,-40,37,"* Within 1 mm: R_Area_PF_Complex","Focus point:  A40c_right","Focus point:  Right SupraMarginal Gyrus"
237,388,60,-25,12,"Focus point:  R_ParaBelt_Complex","Focus point:  A41/42_right","Focus point:  Right Superior Temporal Gyrus"
298,389,60,-23,25,"Focus point:  R_Area_PF_opercular","Focus point:  A40rv_right","Focus point:  Right SupraMarginal Gyrus"
247,390,60,-15,31,"Focus point:  R_Area_PFt","Focus point:  A2_right","Focus point:  Right Postcentral Gyrus"
296,391,61,-40,22,"* Within 2 mm: R_Superior_Temporal_Visual_Area","Focus point:  A40c_right","Focus point:  Right Superior Temporal Gyrus"
338,392,61,-32,-19,"Focus point:  R_Area_TE1_Middle","Focus point:  A20cl_right","Focus point:  Right Inferior Temporal Gyrus"
368,393,61,-10,-21,"Focus point:  R_Area_TE1_anterior","Focus point:  aSTS_right","Focus point:  Right Middle Temporal Gyrus"
339,394,62,-45,-10,"Focus point:  R_Area_TE1_posterior","Focus point:  A21c_right","Focus point:  Right Inferior Temporal Gyrus"
373,395,62,-40,1,"Focus point:  R_Area_STSv_posterior","Focus point:  rpSTS_right","Focus point:  Right Middle Temporal Gyrus"
299,396,62,-28,39,"Focus point:  R_Area_PF_Complex","Focus point:  A40rv_right","Focus point:  Right SupraMarginal Gyrus"
371,397,62,-26,-6,"Focus point:  R_Area_TE1_Middle","Focus point:  aSTS_right","Focus point:  Right Middle Temporal Gyrus"
232,398,62,-21,0,"Focus point:  R_Auditory_5_Complex","Focus point:  A22r_right","Focus point:  Right Superior Temporal Gyrus"
244,399,62,-14,17,"Focus point:  R_Area_OP4/PV","Focus point:  A1/2/3tonIa_right","Focus point:  Right Postcentral Gyrus"
238,400,64,-36,12,"* Within 2 mm: R_Area_TemporoParietoOccipital_Junction_1","Focus point:  cpSTS_right","Focus point:  Right Superior Temporal Gyrus"
